LOCATION_ID,NAME,NAME_CODE,LOCATIONTYPE_ID,SOURCE_LOCATIONTYPE_NAME
3384,SANDRIDGE,,1006,CITY
3385,GENEVA,,1006,CITY
3386,LADY LAKE,,1006,CITY
3387,SANTA CLAUS,,1006,CITY
3388,NORTHBROOK,,1006,CITY
3389,HOFFMAN ESTATES,,1006,CITY
3390,SPURGEON,,1006,CITY
3391,A,,1006,CITY
3392,DEERFIELD,,1006,CITY
3393,ARLINGTON HEIGHTS,,1006,CITY
3394,ST ANTHONY,,1006,CITY
3395,FREDONIA,,1006,CITY
3396,HUGULEY,,1006,CITY
3397,LANGDALE,,1006,CITY
3398,BEECHER,,1006,CITY
3399,MOUNT DORA,,1006,CITY
3400,SHAWMUT,,1006,CITY
3401,WILLOW HILL,,1006,CITY
3402,PHENIX CITY,,1006,CITY
3403,TELL CITY,,1006,CITY
3404,COLUMBUS,,1006,CITY
3405,ST FRANCISVILLE,,1006,CITY
3406,FORT BRANCH,,1006,CITY
3407,ASHKUM,,1006,CITY
3408,CLIFTON,,1006,CITY
3409,WICKLIFFE,,1006,CITY
3410,ARCOLA,,1006,CITY
3411,MANSFIELD,,1006,CITY
3412,ANTIOCH,,1006,CITY
3413,PLYMOUTH,,1006,CITY
3414,WAYNE CITY,,1006,CITY
3415,WARSAW,,1006,CITY
3416,FAIRFIELD,,1006,CITY
3417,LIMA,,1006,CITY
3418,ARGOS,,1006,CITY
3419,PALESTINE,,1006,CITY
3420,ATWOOD,,1006,CITY
3421,GARRETT,,1006,CITY
3422,BOURBON,,1006,CITY
3423,BELLWOOD,,1006,CITY
3424,BUFFALO,,1006,CITY
3425,HILLSIDE,,1006,CITY
3426,BURKET,,1006,CITY
3427,STEVENSON,,1006,CITY
3428,BLOOMINGDALE TOWNSHIP,,1006,CITY
3429,KNOXVILLE,,1006,CITY
3430,CHATTANOOGA,,1006,CITY
3431,BREMEN,,1006,CITY
3432,BENSENVILLE,,1006,CITY
3433,RENSSELAER,,1006,CITY
3434,MONTICELLO,,1006,CITY
3435,BROOK,,1006,CITY
3436,BRISTOL,,1006,CITY
3437,ELKHART,,1006,CITY
3438,ASHVILLE,,1006,CITY
3439,LEEDS,,1006,CITY
3440,BURNETTSVILLE,,1006,CITY
3441,BATAVIA,,1006,CITY
3442,ALABASTER,,1006,CITY
3443,COLUMBIA CITY,,1006,CITY
3444,WYOMING,,1006,CITY
3445,HOMEWOOD,,1006,CITY
3446,CHESTERTON,,1006,CITY
3447,QUEENS,,1006,CITY
3448,WHITE PIGEON,,1006,CITY
3449,MICHIGAN CITY,,1006,CITY
3450,BARRINGTON,,1006,CITY
3451,CASSOPOLIS,,1006,CITY
3452,PORTAGE,,1006,CITY
3453,WEST POINT,,1006,CITY
3454,WALLOON LAKE,,1006,CITY
3455,BOURBONNAIS TOWNSHIP,,1006,CITY
3456,ACME,,1006,CITY
3457,GRIDLEY,,1006,CITY
3458,CULVER,,1006,CITY
3459,SOUTH BEND,,1006,CITY
3460,ADRIAN,,1006,CITY
3461,AUBURN HILLS,,1006,CITY
3462,BRADLEY,,1006,CITY
3463,ALEXANDER CITY,,1006,CITY
3464,WAYNE,,1006,CITY
3465,SPRINGFIELD,,1006,CITY
3466,GARY,,1006,CITY
3467,PONTIAC,,1006,CITY
3468,WHITE LAKES,,1006,CITY
3469,ALBERTVILLE,,1006,CITY
6450,EL PASO,,1006,CITY
6451,CENTRAL,,1006,CITY
6452,SALYERSVILLE,,1006,CITY
6453,ELLSWORTH,,1006,CITY
6454,CORYDON,,1006,CITY
6455,SALVISA,,1006,CITY
6456,CLIMAX,,1006,CITY
6457,CHARLESTOWN,,1006,CITY
6458,EMDEN,,1006,CITY
6459,CLAM RIVER,,1006,CITY
6460,EMINGTON,,1006,CITY
6461,CRANDALL,,1006,CITY
6462,CLARKSVILLE,,1006,CITY
6463,FLANAGAN,,1006,CITY
6464,FARMER CITY,,1006,CITY
6465,CONKLIN,,1006,CITY
6466,ELIZABETH,,1006,CITY
6467,SANDGAP,,1006,CITY
6468,CENTRAL LAKE,,1006,CITY
6469,FORREST,,1006,CITY
6471,GALENA,,1006,CITY
6472,CONSTANTINE,,1006,CITY
6473,GEORGETOWN,,1006,CITY
6474,GRAND RIDGE,,1006,CITY
6475,CENTREVILLE,,1006,CITY
6476,SHOPVILLE,,1006,CITY
6477,STREATOR,,1006,CITY
6478,HENRYVILLE,,1006,CITY
6479,SPRINGFIELD,,1006,CITY
6480,COLON,,1006,CITY
6481,JEFFERSONVILLE,,1006,CITY
6482,SOUTH SHORE,,1006,CITY
6483,COPEMISH,,1006,CITY
6484,STANFORD,,1006,CITY
6485,LACONIA,,1006,CITY
6486,COOPERSVILLE,,1006,CITY
6487,GRAYMONT,,1006,CITY
6488,HUDSON,,1006,CITY
6489,LANESVILLE,,1006,CITY
6490,CASNOVIA,,1006,CITY
6491,STAMPING GROUND,,1006,CITY
6492,DUTTON,,1006,CITY
6493,HARTSBURG,,1006,CITY
6494,LEAVENWORTH,,1006,CITY
6495,STINNETT,,1006,CITY
6496,MILLTOWN,,1006,CITY
6497,HEYWORTH,,1006,CITY
6498,STONE,,1006,CITY
6499,COVERT,,1006,CITY
6500,MARENGO,,1006,CITY
6501,KEMPTON,,1006,CITY
6502,SOUTH HAVEN,,1006,CITY
6503,STEARNS,,1006,CITY
6504,KENNEY,,1006,CITY
6505,DUBLIN,,1006,CITY
6506,DECATUR,,1006,CITY
6507,LEONORE,,1006,CITY
6508,GOODY,,1006,CITY
6509,LONG POINT,,1006,CITY
6510,DELTON,,1006,CITY
6511,TOLLESBORO,,1006,CITY
6512,DORR,,1006,CITY
6513,TOPMOST,,1006,CITY
6514,NEW MIDDLETOWN,,1006,CITY
6515,STONE MOUNTAIN,,1006,CITY
6516,DRENTHE,,1006,CITY
6517,VICCO,,1006,CITY
6518,NEW WASHINGTON,,1006,CITY
6519,VIRGIE,,1006,CITY
6520,PEKIN,,1006,CITY
6521,VANCEBURG,,1006,CITY
6522,PALMYRA,,1006,CITY
6523,LE ROY,,1006,CITY
6524,RUDYARD,,1006,CITY
6525,RAMSEY,,1006,CITY
6526,LOSTANT,,1006,CITY
6527,WACO,,1006,CITY
6528,DOWAGIAC,,1006,CITY
6529,SELLERSBURG,,1006,CITY
6530,LEXINGTON,,1006,CITY
6531,EDWARDSBURG,,1006,CITY
6532,AURORA,,1006,CITY
6533,SANDY SPRINGS,,1006,CITY
6534,LAWRENCEBURG,,1006,CITY
6535,MCLEAN,,1006,CITY
6536,WHITESBURG,,1006,CITY
6537,EAST JORDAN,,1006,CITY
6538,MAGNOLIA,,1006,CITY
6539,ELK RAPIDS,,1006,CITY
6540,WHITE LILY,,1006,CITY
6541,EAST ENTERPRISE,,1006,CITY
6542,ELLIS TOWNSHIP,,1006,CITY
6543,MINIER,,1006,CITY
6544,WHEELWRIGHT,,1006,CITY
6545,GUILFORD,,1006,CITY
6546,ELLSWORTH,,1006,CITY
6547,WILLIAMSBURG,,1006,CITY
6548,NEW HOLLAND,,1006,CITY
6549,ELMIRA,,1006,CITY
6550,EMPIRE,,1006,CITY
6551,ODELL,,1006,CITY
6552,PATRIOT,,1006,CITY
6553,GLEN ARBOR,,1006,CITY
6554,EASTPORT,,1006,CITY
6555,RISING SUN,,1006,CITY
6556,PONTIAC,,1006,CITY
6557,WALLINS CREEK,,1006,CITY
6558,EAU CLAIRE,,1006,CITY
6559,WILMORE,,1006,CITY
6560,VEVAY,,1006,CITY
6561,EVART,,1006,CITY
6562,PIPER CITY,,1006,CITY
6563,SUMMERVILLE,,1006,CITY
6564,ARLINGTON,,1006,CITY
6565,FIFE LAKE,,1006,CITY
6566,REDDICK,,1006,CITY
6567,RICHMOND,,1006,CITY
6568,TIGNALL,,1006,CITY
6569,BRUNSWICK,,1006,CITY
6570,THOMASTON,,1006,CITY
6571,RANSOM,,1006,CITY
6572,GOODFIELD,,1006,CITY
6573,BROOKVILLE,,1006,CITY
6574,RUTLAND,,1006,CITY
6575,CONNERSVILLE,,1006,CITY
6576,LEWIS,,1006,CITY
6577,SAUNEMIN,,1006,CITY
6578,TALLAPOOSA,,1006,CITY
6579,BLOUNTSVILLE,,1006,CITY
6580,STANFORD,,1006,CITY
6581,MEROM,,1006,CITY
6582,FARMLAND,,1006,CITY
6583,GLASFORD,,1006,CITY
6584,NEW CONCORD,,1006,CITY
6585,TALBOTTON,,1006,CITY
6586,CAMBRIDGE CITY,,1006,CITY
6587,POLAND,,1006,CITY
6588,TEMPLE,,1006,CITY
6589,CENTERVILLE,,1006,CITY
6590,VILLA RICA,,1006,CITY
6591,GREEN VALLEY,,1006,CITY
6592,WOOTON,,1006,CITY
6593,STRAWN,,1006,CITY
6594,CARTHAGE,,1006,CITY
6595,TUNNEL HILL,,1006,CITY
6596,WARFIELD,,1006,CITY
6597,PRAIRIE CREEK,,1006,CITY
6598,SAYBROOK,,1006,CITY
6599,TOCCOA,,1006,CITY
6600,WILLISBURG,,1006,CITY
6601,GERMANTOWN HILLS,,1006,CITY
6602,TOLUCA,,1006,CITY
6603,WAYLAND,,1006,CITY
6604,DUNKIRK,,1006,CITY
6605,RILEY,,1006,CITY
6606,TRION,,1006,CITY
6607,OAK GROVE,,1006,CITY
6608,METAMORA,,1006,CITY
6609,WENONA,,1006,CITY
6610,FOUNTAIN CITY,,1006,CITY
6611,WELDON,,1006,CITY
6612,GLENWOOD,,1006,CITY
6613,WAYNESVILLE,,1006,CITY
6614,GREENS FORK,,1006,CITY
6615,BATH,,1006,CITY
6616,HAGERSTOWN,,1006,CITY
6617,LAUREL,,1006,CITY
6618,BRIMFIELD,,1006,CITY
6619,DUNLAP,,1006,CITY
6620,LIBERTY,,1006,CITY
6621,BENSON,,1006,CITY
6622,LYNN,,1006,CITY
6623,UNION POINT,,1006,CITY
6624,ROANOKE,,1006,CITY
6625,BARTONVILLE,,1006,CITY
6626,MAYS,,1006,CITY
6627,MILROY,,1006,CITY
6628,BRADFORD,,1006,CITY
6629,RUSHVILLE,,1006,CITY
6630,KEWANEE,,1006,CITY
6631,MODOC,,1006,CITY
6632,NEPONSET,,1006,CITY
6633,WOODBURY,,1006,CITY
6634,ALEXANDRIA,,1006,CITY
6635,MOORELAND,,1006,CITY
6636,BUDA,,1006,CITY
6637,WOODLAND,,1006,CITY
6638,FORT THOMAS,,1006,CITY
6639,MORRISTOWN,,1006,CITY
6640,BUTLER,,1006,CITY
6641,BUREAU,,1006,CITY
6642,PRINCETON,,1006,CITY
6643,BURLINGTON,,1006,CITY
6644,LADD,,1006,CITY
6645,DRY RIDGE,,1006,CITY
6646,CONGERVILLE,,1006,CITY
6647,WHITE PLAINS,,1006,CITY
6648,EUREKA,,1006,CITY
6649,COVINGTON,,1006,CITY
6650,CHILLICOTHE,,1006,CITY
6651,CAMP GROVE,,1006,CITY
6652,COMPTON,,1006,CITY
6653,MENDOTA,,1006,CITY
6654,FALMOUTH,,1006,CITY
6655,CANTON,,1006,CITY
6656,WINTERVILLE,,1006,CITY
6657,WARM SPRINGS,,1006,CITY
6658,CASTLETON,,1006,CITY
6659,CUBA,,1006,CITY
6660,DELAVAN,,1006,CITY
6661,REDKEY,,1006,CITY
6662,GLENCOE,,1006,CITY
6663,RIDGEVILLE,,1006,CITY
6664,DOVER,,1006,CITY
6665,DEER CREEK,,1006,CITY
6666,SPICELAND,,1006,CITY
6667,EDELSTEIN,,1006,CITY
6668,SPRINGPORT,,1006,CITY
6669,WATKINSVILLE,,1006,CITY
6670,ELLISVILLE,,1006,CITY
6671,UNION CITY,,1006,CITY
6672,SMITHFIELD,,1006,CITY
6673,WAVERLY HALL,,1006,CITY
6674,WEST COLLEGE CORNER,,1006,CITY
6675,ELMIRA,,1006,CITY
6676,YOUNG HARRIS,,1006,CITY
6677,YATESVILLE,,1006,CITY
6678,WINCHESTER,,1006,CITY
6679,ELMWOOD,,1006,CITY
6680,ZEBULON,,1006,CITY
6681,BRAZIL,,1006,CITY
6682,EAST PEORIA,,1006,CITY
6683,ALAMO,,1006,CITY
6684,SAVANNAH,,1006,CITY
6685,CORY,,1006,CITY
6686,EASTON,,1006,CITY
6687,ROCHELLE,,1006,CITY
6688,VIRGINIA,,1006,CITY
6689,CENTERPOINT,,1006,CITY
6690,ALMA,,1006,CITY
6691,CLAY CITY,,1006,CITY
6692,WAYCROSS,,1006,CITY
6693,FIATT,,1006,CITY
6694,FARMERSBURG,,1006,CITY
6695,FOREST CITY,,1006,CITY
6696,ANDERSON,,1006,CITY
6697,PEKIN,,1006,CITY
6698,BROOKLET,,1006,CITY
6699,FAIRBANKS,,1006,CITY
6700,FARMINGTON,,1006,CITY
6701,BLACKSHEAR,,1006,CITY
6702,GRAYSVILLE,,1006,CITY
6703,FAIRVIEW (FULTON),,1006,CITY
6704,GALVA,,1006,CITY
6705,HYMERA,,1006,CITY
6706,GROVELAND,,1006,CITY
6707,SHELBURN,,1006,CITY
6708,BROXTON,,1006,CITY
6709,MORTON,,1006,CITY
6710,DOUGLAS,,1006,CITY
6711,SULLIVAN,,1006,CITY
6712,HAVANA,,1006,CITY
6713,BAXLEY,,1006,CITY
6714,HANNA CITY,,1006,CITY
6715,COBBTOWN,,1006,CITY
6716,HENNEPIN,,1006,CITY
6717,METTER,,1006,CITY
6718,COLLINS,,1006,CITY
6719,HENRY,,1006,CITY
6720,GLENNVILLE,,1006,CITY
6721,CLITO,,1006,CITY
6722,CLAXTON,,1006,CITY
6723,HOPEDALE,,1006,CITY
6724,IPAVA,,1006,CITY
6725,DARIEN,,1006,CITY
6726,KILBOURNE,,1006,CITY
6727,DOVER,,1006,CITY
6728,NEWINGTON,,1006,CITY
6729,LACON,,1006,CITY
6730,ELLABELLE,,1006,CITY
6731,LA MOILLE,,1006,CITY
6732,PEMBROKE,,1006,CITY
6733,EULONIA,,1006,CITY
6734,LA ROSE,,1006,CITY
6735,FARGO,,1006,CITY
6736,LEWISTOWN,,1006,CITY
6737,HOMERVILLE,,1006,CITY
6738,MANITO,,1006,CITY
6739,FOLKSTON,,1006,CITY
6740,MACKINAW,,1006,CITY
6741,GLENWOOD,,1006,CITY
6742,MANLIUS,,1006,CITY
6743,GUYTON,,1006,CITY
6744,DAVENPORT,,1006,CITY
6745,HILLTONIA,,1006,CITY
6746,MINONK,,1006,CITY
6747,MINERAL,,1006,CITY
6749,MARIETTA,,1006,CITY
5854,PECATONICA,,1006,CITY
5855,SHELBYVILLE,,1006,CITY
5856,PEARL CITY,,1006,CITY
5857,MONROVIA,,1006,CITY
5858,MARSHALL,,1006,CITY
5860,NEW TAZEWELL,,1006,CITY
5861,MORTON,,1006,CITY
5862,ROSCOE,,1006,CITY
5863,MARIETTA,,1006,CITY
5864,OAKDALE,,1006,CITY
5865,MOORESVILLE,,1006,CITY
5866,MOUNT MERIDIAN,,1006,CITY
5867,OLIVER SPRINGS,,1006,CITY
5868,MONTPELIER,,1006,CITY
5869,MOUNT SUMMIT,,1006,CITY
5870,NEW CASTLE,,1006,CITY
5871,MARTINSVILLE,,1006,CITY
5872,CROSS,,1006,CITY
5873,MONCKS CORNER,,1006,CITY
5874,MONTEZUMA,,1006,CITY
5875,COTTAGEVILLE,,1006,CITY
5876,WALTERBORO,,1006,CITY
5877,NEW BERLIN,,1006,CITY
5878,EDISTO BEACH,,1006,CITY
5879,FOLLY BEACH,,1006,CITY
5880,MADISON,,1006,CITY
5881,HOLLYWOOD,,1006,CITY
5882,HENDERSONVILLE,,1006,CITY
5883,ISLE OF PALMS,,1006,CITY
5884,CHARLOTTE,,1006,CITY
5885,JAMESTOWN,,1006,CITY
5886,JACKSON,,1006,CITY
5887,LEBANON,,1006,CITY
5888,CLARKLAKE,,1006,CITY
5889,LODGE,,1006,CITY
5890,NOBLESVILLE,,1006,CITY
5891,NINEVEH,,1006,CITY
5892,LAUREL BAY,,1006,CITY
5893,LOW COUNTRY,,1006,CITY
5894,MACEDONIA,,1006,CITY
5895,NEW LISBON,,1006,CITY
5896,NEW MARKET,,1006,CITY
5897,BARBOURVILLE,,1006,CITY
5898,MOUNT PLEASANT,,1006,CITY
5899,NEW PALESTINE,,1006,CITY
5900,NEW ROSS,,1006,CITY
5901,OAKLANDON,,1006,CITY
5902,ROCKCUT,,1006,CITY
5903,OTTERBEIN,,1006,CITY
5904,ROCKTON,,1006,CITY
5905,OXFORD,,1006,CITY
5906,PERU,,1006,CITY
5907,CHARLESTON,,1006,CITY
5908,SCALES MOUND,,1006,CITY
5909,SEWARD,,1006,CITY
5910,PERKINSVILLE,,1006,CITY
5911,HAMPSHIRE,,1006,CITY
5912,PLAINFIELD,,1006,CITY
5913,STILLMAN VALLEY,,1006,CITY
5914,PARAGON,,1006,CITY
5915,LONDON,,1006,CITY
5916,RIDGELAND,,1006,CITY
5917,CANOE,,1006,CITY
5918,WINNEBAGO,,1006,CITY
5919,BUCKHORN,,1006,CITY
5920,PITTSBORO,,1006,CITY
5921,HOLT,,1006,CITY
5922,WINSLOW,,1006,CITY
5923,JONESBORO,,1006,CITY
5924,SHARPSVILLE,,1006,CITY
5925,ST. HELENA ISLAND,,1006,CITY
5926,BEREA,,1006,CITY
5927,WARREN,,1006,CITY
5928,FORT LAUDERDALE,,1006,CITY
5929,CHESTER,,1006,CITY
5930,BROOKSVILLE,,1006,CITY
5931,ANNA,,1006,CITY
5932,CUMBERLAND,,1006,CITY
5933,SUMMERVILLE,,1006,CITY
5934,AVA,,1006,CITY
5935,BLAINE,,1006,CITY
5936,REELSVILLE,,1006,CITY
5937,STAFFORDSVILLE,,1006,CITY
5938,ROMNEY,,1006,CITY
5939,BROOKPORT,,1006,CITY
5940,BLEDSOE,,1006,CITY
5941,METROPOLIS,,1006,CITY
5942,ROSSVILLE,,1006,CITY
5943,HYDEN,,1006,CITY
5944,ROSEDALE,,1006,CITY
5945,BENHAM LYNCH,,1006,CITY
5946,BLAIR,,1006,CITY
5947,BALDWIN,,1006,CITY
5948,HARLAN,,1006,CITY
5949,RUSSIAVILLE,,1006,CITY
5950,COLLINSVILLE,,1006,CITY
5951,CORBIN,,1006,CITY
5952,SPARTA,,1006,CITY
5953,ROYAL CENTER,,1006,CITY
5954,BOONEVILLE,,1006,CITY
5955,WILLIAMS,,1006,CITY
5956,SHERIDAN,,1006,CITY
5957,BURGIN,,1006,CITY
5958,BENTON,,1006,CITY
5959,YEMASSEE,,1006,CITY
5960,DAWSONVILLE,,1006,CITY
5961,SHIRLEY,,1006,CITY
5962,BLUFFTON,,1006,CITY
5963,BRODHEAD,,1006,CITY
5964,CAIRO,,1006,CITY
5965,BURNSIDE,,1006,CITY
5966,ELBERTON,,1006,CITY
5967,BRYANTSVILLE,,1006,CITY
5968,CARTERVILLE,,1006,CITY
5969,BEATTYVILLE,,1006,CITY
5970,SUMMITVILLE,,1006,CITY
5971,HILTON HEAD,,1006,CITY
5972,STANTON,,1006,CITY
5973,COBDEN,,1006,CITY
5974,EASTANOLLEE,,1006,CITY
5975,HOMER,,1006,CITY
5976,WILLIAMSPORT,,1006,CITY
5977,CHRISTOPHER,,1006,CITY
5978,HASLETT,,1006,CITY
5979,HARDEEVILLE,,1006,CITY
5980,WEST FRANKFORT,,1006,CITY
5981,OKEMOS,,1006,CITY
5982,SWEETSER,,1006,CITY
5983,CREAL SPRINGS,,1006,CITY
5984,SWAYZEE,,1006,CITY
5985,CAMPTON,,1006,CITY
5986,CHURCH HILL,,1006,CITY
5987,WEST LIBERTY,,1006,CITY
5988,EATONTON,,1006,CITY
5989,CODY,,1006,CITY
5990,HINDMAN,,1006,CITY
5991,FAIRMOUNT,,1006,CITY
5992,CHAPMAN,,1006,CITY
5993,FRANKLIN,,1006,CITY
5994,ERWIN,,1006,CITY
5995,NEWNAN,,1006,CITY
5996,TRAFALGAR,,1006,CITY
5997,FLOWERY BRANCH,,1006,CITY
5998,JEFFERSON CITY,,1006,CITY
5999,TWELVE MILE,,1006,CITY
6000,UPLAND,,1006,CITY
6001,CRAB ORCHARD,,1006,CITY
6002,FAIRBURN,,1006,CITY
6003,VEEDERSBURG,,1006,CITY
6004,FALL BRANCH,,1006,CITY
6005,STOCKBRIDGE,,1006,CITY
6006,CARLISLE,,1006,CITY
6007,JONESVILLE,,1006,CITY
6008,VAN BUREN,,1006,CITY
6009,LESLIE,,1006,CITY
6010,CATLETTSBURG,,1006,CITY
6011,FAYETTEVILLE,,1006,CITY
6012,ELIZABETHTOWN,,1006,CITY
6013,LAINGSBURG,,1006,CITY
6014,WALDRON,,1006,CITY
6015,GREENVILLE,,1006,CITY
6016,CYNTHIANA,,1006,CITY
6017,BICKNELL,,1006,CITY
6018,WHITELAND,,1006,CITY
6019,GAY,,1006,CITY
6020,CARRIERS MILLS,,1006,CITY
6021,WHITESTOWN,,1006,CITY
6022,GOLCONDA,,1006,CITY
6023,GENEVA,,1006,CITY
6024,HARRISBURG,,1006,CITY
6025,WILKINSON,,1006,CITY
6026,FORD,,1006,CITY
6027,WEST LEBANON,,1006,CITY
6028,GREENSBORO,,1006,CITY
6029,COULTERVILLE,,1006,CITY
6030,WALTON,,1006,CITY
6031,PETERSBURG,,1006,CITY
6032,DOVER,,1006,CITY
6033,HAMPTON,,1006,CITY
6034,GREENVILLE,,1006,CITY
6035,GLENN,,1006,CITY
6036,DWARF,,1006,CITY
6037,WINDFALL,,1006,CITY
6038,CAVE-IN-ROCK,,1006,CITY
6039,ROSICLARE,,1006,CITY
6040,EUBANK,,1006,CITY
6041,WINGATE,,1006,CITY
6042,CYPRESS,,1006,CITY
6043,BESSEMER,,1006,CITY
6044,EAST BERNSTADT,,1006,CITY
6045,WEST NEWTON,,1006,CITY
6046,DE SOTO,,1006,CITY
6047,ELKHORN CITY,,1006,CITY
6048,PORTAGE,,1006,CITY
6049,DONGOLA,,1006,CITY
6050,EVARTS,,1006,CITY
6051,DU QUOIN,,1006,CITY
6052,EWING,,1006,CITY
6053,FLEMINGSBURG,,1006,CITY
6054,EZEL,,1006,CITY
6055,WEST POINT,,1006,CITY
6056,FRENCHBURG,,1006,CITY
6057,WASHINGTON TOWNSHIP (MORG,,1006,CITY
6058,ELKVILLE,,1006,CITY
6059,FAUBUSH,,1006,CITY
6060,WAVELAND,,1006,CITY
6061,ELLIS GROVE,,1006,CITY
6062,FEDSCREEK,,1006,CITY
6063,WAYNETOWN,,1006,CITY
6064,ELDORADO,,1006,CITY
6065,FREEBURN,,1006,CITY
6066,YORKTOWN,,1006,CITY
6067,EQUALITY,,1006,CITY
6068,FALLSBURG,,1006,CITY
6069,ZIONSVILLE,,1006,CITY
6070,EVANSVILLE,,1006,CITY
6071,FLAT GAP,,1006,CITY
6072,AUSTIN,,1006,CITY
6073,EWING,,1006,CITY
6074,FLAT LICK,,1006,CITY
6075,BRUCEVILLE,,1006,CITY
6076,GOREVILLE,,1006,CITY
6077,COLUMBUS,,1006,CITY
6078,VINCENNES,,1006,CITY
6079,HICKS,,1006,CITY
6080,FERNLEAF,,1006,CITY
6081,GRANTVILLE,,1006,CITY
6082,HELEN,,1006,CITY
6083,JONESBORO,,1006,CITY
6084,BEDFORD,,1006,CITY
6085,FISTY,,1006,CITY
6086,HOGANSVILLE,,1006,CITY
6087,GERMANTOWN,,1006,CITY
6088,BLOOMFIELD,,1006,CITY
6089,HERRIN,,1006,CITY
6090,HAMPTON,,1006,CITY
6091,GREENUP,,1006,CITY
6092,GARRISON,,1006,CITY
6093,LIMESTONE,,1006,CITY
6094,HAMILTON,,1006,CITY
6095,MIDWAY,,1006,CITY
6096,GRETHEL,,1006,CITY
6097,HOMER,,1006,CITY
6098,HAROLD,,1006,CITY
6099,HURST,,1006,CITY
6100,HARTWELL,,1006,CITY
6101,GEORGETOWN,,1006,CITY
6102,JOHNSTON CITY,,1006,CITY
6103,HIAWASSEE,,1006,CITY
6104,JOPPA,,1006,CITY
6105,GRAYSON,,1006,CITY
6106,ILA,,1006,CITY
6107,DE TOUR,,1006,CITY
6108,HARRODSBURG,,1006,CITY
6109,JACKSON,,1006,CITY
6110,KARNAK,,1006,CITY
6111,LEAMINGTON,,1006,CITY
6112,JEFFERSON,,1006,CITY
6113,HILLSBORO,,1006,CITY
6114,LITCHFIELD,,1006,CITY
6115,MASON,,1006,CITY
6116,JASPER,,1006,CITY
6117,MICHIGAN CENTER,,1006,CITY
6118,MOUND CITY,,1006,CITY
6119,MAKANDA,,1006,CITY
6120,KINGSTON,,1006,CITY
6121,MOUNDS,,1006,CITY
6122,LAVONIA,,1006,CITY
6123,HUSTONVILLE,,1006,CITY
6124,LA GRANGE,,1006,CITY
6125,MURPHYSBORO,,1006,CITY
6126,HAZEL GREEN,,1006,CITY
6127,CROTHERSVILLE,,1006,CITY
6128,HAZARD,,1006,CITY
6129,LEWISBURG (MASON ),,1006,CITY
6130,BLOOMINGTON TOWNSHIP,,1006,CITY
6131,INEZ,,1006,CITY
6132,LYERLY,,1006,CITY
6134,PAINTSVILLE,,1006,CITY
6135,CRANE,,1006,CITY
6136,BUTLERVILLE,,1006,CITY
6137,IRVINE,,1006,CITY
6138,CORYDON,,1006,CITY
6140,JACKSON,,1006,CITY
6141,BATESVILLE,,1006,CITY
6142,LOGANVILLE,,1006,CITY
6143,JOHNSVILLE,,1006,CITY
6145,SNELLVILLE,,1006,CITY
6146,MARISSA,,1006,CITY
6147,JUNCTION CITY,,1006,CITY
6148,LAKEWOOD,,1006,CITY
6149,CANAAN,,1006,CITY
6150,JENKINS,,1006,CITY
6151,DUNMOR,,1006,CITY
6152,JEPTHA,,1006,CITY
6153,LINCOLNTON,,1006,CITY
6154,KIRKSVILLE,,1006,CITY
6155,LAWRENCEVILLE,,1006,CITY
6156,OLIVE BRANCH,,1006,CITY
6157,LIBERTY,,1006,CITY
6158,LANCASTER,,1006,CITY
6159,OLMSTED,,1006,CITY
6160,PERCY,,1006,CITY
6161,LITHONIA,,1006,CITY
6162,LOUISA,,1006,CITY
6163,PAULTON,,1006,CITY
6164,RALEIGH,,1006,CITY
6165,LUTHERSVILLE,,1006,CITY
6166,CLEAR SPRING,,1006,CITY
6167,PINCKNEYVILLE,,1006,CITY
6168,LEATHERWOOD,,1006,CITY
6169,LULA,,1006,CITY
6170,RIDGWAY,,1006,CITY
6171,CAMPBELLSBURG,,1006,CITY
6172,LIVINGSTON,,1006,CITY
6173,LEXINGTON,,1006,CITY
6174,RENSHAW,,1006,CITY
6175,NICHOLSON,,1006,CITY
6176,MCDONOUGH,,1006,CITY
6177,SIMPSON,,1006,CITY
6178,MORROW,,1006,CITY
6179,CARLISLERG,,1006,CITY
6180,LINTON,,1006,CITY
6181,ROYALTON,,1006,CITY
6182,CROSS PLAINS,,1006,CITY
6183,DECKER,,1006,CITY
6184,SHAWNEETOWN,,1006,CITY
6185,MENLO,,1006,CITY
6186,DUGGER,,1006,CITY
6187,MANCHESTER,,1006,CITY
6188,EDINBURGH,,1006,CITY
6189,RIVES JUNCTION,,1006,CITY
6190,MONTICELLO,,1006,CITY
6191,ELNORA,,1006,CITY
6192,SANDBORN,,1006,CITY
6193,SESSER,,1006,CITY
6194,ELLETTSVILLE,,1006,CITY
6195,STONEFORT,,1006,CITY
6196,THEBES,,1006,CITY
6197,TILDEN,,1006,CITY
6198,MONROE,,1006,CITY
6199,ELIZABETHTOWN,,1006,CITY
6200,TAMMS,,1006,CITY
6201,FLAT ROCK,,1006,CITY
6202,THOMPSONVILLE,,1006,CITY
6203,MARBLE HILL,,1006,CITY
6204,FREELANDVILLE,,1006,CITY
6205,ULLIN,,1006,CITY
6206,FREDERICKSBURG,,1006,CITY
6207,VIENNA,,1006,CITY
6208,FRENCH LICK,,1006,CITY
6209,MARIETTA,,1006,CITY
6210,VILLA RIDGE,,1006,CITY
6211,FREETOWN,,1006,CITY
6212,FRITCHTON,,1006,CITY
